bls_head.browLowerer_L,bls_head.browLowerer_R,bls_head.cheekPuff_L,bls_head.cheekPuff_R,bls_head.cheekRaiser_L,bls_head.cheekRaiser_R,bls_head.cheekSuck_L,bls_head.cheekSuck_R,bls_head.chinRaiser_B,bls_head.chinRaiser_T,bls_head.dimpler_L,bls_head.dimpler_R,bls_head.eyesClosed_L,bls_head.eyesClosed_R,bls_head.eyesLookDown_L,bls_head.eyesLookDown_R,bls_head.eyesLookLeft_L,bls_head.eyesLookLeft_R,bls_head.eyesLookRight_L,bls_head.eyesLookRight_R,bls_head.eyesLookUp_L,bls_head.eyesLookUp_R,bls_head.innerBrowRaiser_L,bls_head.innerBrowRaiser_R,bls_head.jawDrop,bls_head.jawSidewaysLeft,bls_head.jawSidewaysRight,bls_head.jawThrust,bls_head.lidTightener_L,bls_head.lidTightener_R,bls_head.lipCornerDepressor_L,bls_head.lipCornerDepressor_R,bls_head.lipCornerPuller_L,bls_head.lipCornerPuller_R,bls_head.lipFunneler_LB,bls_head.lipFunneler_LT,bls_head.lipFunneler_RB,bls_head.lipFunneler_RT,bls_head.lipPressor_L,bls_head.lipPressor_R,bls_head.lipPucker_L,bls_head.lipPucker_R,bls_head.lipsToward_LB,bls_head.lipsToward_LT,bls_head.lipsToward_RB,bls_head.lipsToward_RT,bls_head.lipStretcher_L,bls_head.lipStretcher_R,bls_head.lipSuck_LB,bls_head.lipSuck_LT,bls_head.lipSuck_RB,bls_head.lipSuck_RT,bls_head.lipTightener_L,bls_head.lipTightener_R,bls_head.lowerLipDepressor_L,bls_head.lowerLipDepressor_R,bls_head.mouthLeft,bls_head.mouthRight,bls_head.nasolabialFurrow_L,bls_head.nasolabialFurrow_R,bls_head.noseWrinkler_L,bls_head.noseWrinkler_R,bls_head.nostrilCompressor_L,bls_head.nostrilCompressor_R,bls_head.nostrilDilator_L,bls_head.nostrilDilator_R,bls_head.outerBrowRaiser_L,bls_head.outerBrowRaiser_R,bls_head.upperLidRaiser_L,bls_head.upperLidRaiser_R,bls_head.upperLipRaiser_L,bls_head.upperLipRaiser_R,bls_head.jawDrop75,bls_head.lipsToward75_LB,bls_head.lipsToward75_LT,bls_head.lipsToward75_RB,bls_head.lipsToward75_RT,bls_head.cheekPuff50_L,bls_head.cheekPuff50_R,bls_head.cheekRaiser50_L,bls_head.cheekRaiser50_R,bls_head.dimpler50_L,bls_head.dimpler50_R,bls_head.eyesClosed50_L,bls_head.eyesClosed50_R,bls_head.eyesLookDown50_L,bls_head.eyesLookDown50_R,bls_head.eyesLookLeft50_L,bls_head.eyesLookLeft50_R,bls_head.eyesLookRight50_L,bls_head.eyesLookRight50_R,bls_head.innerBrowRaiser50_L,bls_head.innerBrowRaiser50_R,bls_head.jawDrop50,bls_head.lipCornerDepressor50_L,bls_head.lipCornerDepressor50_R,bls_head.lipCornerPuller50_L,bls_head.lipCornerPuller50_R,bls_head.lipFunneler50_LB,bls_head.lipFunneler50_LT,bls_head.lipFunneler50_RB,bls_head.lipFunneler50_RT,bls_head.lipPucker50_L,bls_head.lipPucker50_R,bls_head.lipsToward50_LB,bls_head.lipsToward50_LT,bls_head.lipsToward50_RB,bls_head.lipsToward50_RT,bls_head.lipStretcher50_L,bls_head.lipStretcher50_R,bls_head.lipSuck50_LB,bls_head.lipSuck50_LT,bls_head.lipSuck50_RB,bls_head.lipSuck50_RT,bls_head.lowerLipDepressor50_L,bls_head.lowerLipDepressor50_R,bls_head.outerBrowRaiser50_L,bls_head.outerBrowRaiser50_R,bls_head.jawDrop25,bls_head.lipCornerPuller25_L,bls_head.lipCornerPuller25_R,bls_head.lipsToward25_LB,bls_head.lipsToward25_LT,bls_head.lipsToward25_RB,bls_head.lipsToward25_RT,bls_head.lipStretcher25_L,bls_head.lipStretcher25_R,bls_head.browLowerer_cheekRaiser_L,bls_head.browLowerer_cheekRaiser_R,bls_head.browLowerer_eyesClosed_L,bls_head.browLowerer_eyesClosed_R,bls_head.browLowerer_eyesLookDown_L,bls_head.browLowerer_eyesLookDown_R,bls_head.browLowerer_innerBrowRaiser_L,bls_head.browLowerer_innerBrowRaiser_R,bls_head.cheekPuff_jawDrop_L,bls_head.cheekPuff_jawDrop_R,bls_head.cheekRaiser_eyesClosed_L,bls_head.cheekRaiser_eyesClosed_R,bls_head.cheekRaiser_eyesLookDown_L,bls_head.cheekRaiser_eyesLookDown_R,bls_head.cheekRaiser_lidTightener_L,bls_head.cheekRaiser_lidTightener_R,bls_head.cheekRaiser_lipCornerPuller_L,bls_head.cheekRaiser_lipCornerPuller_R,bls_head.cheekRaiser_noseWrinkler_L,bls_head.cheekRaiser_noseWrinkler_R,bls_head.cheekRaiser_outerBrowRaiser_L,bls_head.cheekRaiser_outerBrowRaiser_R,bls_head.dimpler_jawDrop_L,bls_head.dimpler_jawDrop_R,bls_head.dimpler_lipCornerPuller_L,bls_head.dimpler_lipCornerPuller_R,bls_head.dimpler_lipStretcher_L,bls_head.dimpler_lipStretcher_R,bls_head.eyesClosed_eyesLookDown_L,bls_head.eyesClosed_eyesLookDown_R,bls_head.eyesClosed_eyesLookLeft_L,bls_head.eyesClosed_eyesLookLeft_R,bls_head.eyesClosed_eyesLookRight_L,bls_head.eyesClosed_eyesLookRight_R,bls_head.eyesClosed_eyesLookUp_L,bls_head.eyesClosed_eyesLookUp_R,bls_head.eyesClosed_innerBrowRaiser_L,bls_head.eyesClosed_innerBrowRaiser_R,bls_head.eyesClosed_lidTightener_L,bls_head.eyesClosed_lidTightener_R,bls_head.eyesClosed_outerBrowRaiser_L,bls_head.eyesClosed_outerBrowRaiser_R,bls_head.eyesLookDown_eyesLookLeft_L,bls_head.eyesLookDown_eyesLookLeft_R,bls_head.eyesLookDown_eyesLookRight_L,bls_head.eyesLookDown_eyesLookRight_R,bls_head.eyesLookDown_innerBrowRaiser_L,bls_head.eyesLookDown_innerBrowRaiser_R,bls_head.eyesLookDown_outerBrowRaiser_L,bls_head.eyesLookDown_outerBrowRaiser_R,bls_head.eyesLookDown_upperLidRaiser_L,bls_head.eyesLookDown_upperLidRaiser_R,bls_head.eyesLookLeft_eyesLookUp_L,bls_head.eyesLookLeft_eyesLookUp_R,bls_head.eyesLookRight_eyesLookUp_L,bls_head.eyesLookRight_eyesLookUp_R,bls_head.jawDrop_lipCornerDepressor_L,bls_head.jawDrop_lipCornerDepressor_R,bls_head.jawDrop_lipCornerPuller_L,bls_head.jawDrop_lipCornerPuller_R,bls_head.jawDrop_lipFunneler_LB,bls_head.jawDrop_lipFunneler_LT,bls_head.jawDrop_lipFunneler_RB,bls_head.jawDrop_lipFunneler_RT,bls_head.jawDrop_lipPucker_L,bls_head.jawDrop_lipPucker_R,bls_head.jawDrop_lipsToward_LB,bls_head.jawDrop_lipsToward_LT,bls_head.jawDrop_lipsToward_RB,bls_head.jawDrop_lipsToward_RT,bls_head.jawDrop_lipStretcher_L,bls_head.jawDrop_lipStretcher_R,bls_head.jawDrop_lipSuck_LB,bls_head.jawDrop_lipSuck_LT,bls_head.jawDrop_lipSuck_RB,bls_head.jawDrop_lipSuck_RT,bls_head.jawDrop_lowerLipDepressor_L,bls_head.jawDrop_lowerLipDepressor_R,bls_head.jawDrop_upperLipRaiser_L,bls_head.jawDrop_upperLipRaiser_R,bls_head.lidTightener_lipCornerPuller_L,bls_head.lidTightener_lipCornerPuller_R,bls_head.lidTightener_upperLidRaiser_L,bls_head.lidTightener_upperLidRaiser_R,bls_head.lipCornerDepressor_lipCornerPuller_L,bls_head.lipCornerDepressor_lipCornerPuller_R,bls_head.lipCornerDepressor_upperLipRaiser_L,bls_head.lipCornerDepressor_upperLipRaiser_R,bls_head.lipCornerPuller_lipStretcher_L,bls_head.lipCornerPuller_lipStretcher_R,bls_head.lipCornerPuller_lowerLipDepressor_L,bls_head.lipCornerPuller_lowerLipDepressor_R,bls_head.lipCornerPuller_nasolabialFurrow_L,bls_head.lipCornerPuller_nasolabialFurrow_R,bls_head.lipCornerPuller_noseWrinkler_L,bls_head.lipCornerPuller_noseWrinkler_R,bls_head.lipCornerPuller_upperLipRaiser_L,bls_head.lipCornerPuller_upperLipRaiser_R,bls_head.lipFunneler_lipPucker_LB,bls_head.lipFunneler_lipPucker_LT,bls_head.lipFunneler_lipPucker_RB,bls_head.lipFunneler_lipPucker_RT,bls_head.lipFunneler_lowerLipDepressor_LB,bls_head.lipFunneler_lowerLipDepressor_LT,bls_head.lipFunneler_lowerLipDepressor_RB,bls_head.lipFunneler_lowerLipDepressor_RT,bls_head.lipStretcher_lowerLipDepressor_L,bls_head.lipStretcher_lowerLipDepressor_R,bls_head.nasolabialFurrow_upperLipRaiser_L,bls_head.nasolabialFurrow_upperLipRaiser_R,bls_head.noseWrinkler_upperLipRaiser_L,bls_head.noseWrinkler_upperLipRaiser_R,bls_head.eyesClosed50_eyesLookDown_L,bls_head.eyesClosed50_eyesLookDown_R,bls_head.eyesClosed50_innerBrowRaiser_L,bls_head.eyesClosed50_innerBrowRaiser_R,bls_head.eyesClosed50_outerBrowRaiser_L,bls_head.eyesClosed50_outerBrowRaiser_R,bls_head.eyesClosed_eyesLookDown50_L,bls_head.eyesClosed_eyesLookDown50_R,bls_head.browLowerer_eyesClosed_eyesLookDown_L,bls_head.browLowerer_eyesClosed_eyesLookDown_R,bls_head.browLowerer_eyesClosed_lidTightener_L,bls_head.browLowerer_eyesClosed_lidTightener_R,bls_head.cheekRaiser_eyesClosed_eyesLookDown_L,bls_head.cheekRaiser_eyesClosed_eyesLookDown_R,bls_head.cheekRaiser_eyesClosed_lidTightener_L,bls_head.cheekRaiser_eyesClosed_lidTightener_R,bls_head.cheekRaiser_eyesClosed_lipCornerPuller_L,bls_head.cheekRaiser_eyesClosed_lipCornerPuller_R,bls_head.cheekRaiser_lidTightener_lipCornerPuller_L,bls_head.cheekRaiser_lidTightener_lipCornerPuller_R,bls_head.dimpler_jawDrop_lipCornerPuller_L,bls_head.dimpler_jawDrop_lipCornerPuller_R,bls_head.dimpler_lipCornerPuller_lipStretcher_L,bls_head.dimpler_lipCornerPuller_lipStretcher_R,bls_head.eyesClosed_eyesLookDown_eyesLookLeft_L,bls_head.eyesClosed_eyesLookDown_eyesLookLeft_R,bls_head.eyesClosed_eyesLookDown_eyesLookRight_L,bls_head.eyesClosed_eyesLookDown_eyesLookRight_R,bls_head.eyesClosed_eyesLookDown_innerBrowRaiser_L,bls_head.eyesClosed_eyesLookDown_innerBrowRaiser_R,bls_head.eyesClosed_eyesLookDown_outerBrowRaiser_L,bls_head.eyesClosed_eyesLookDown_outerBrowRaiser_R,bls_head.jawDrop_lipCornerPuller_lipStretcher_L,bls_head.jawDrop_lipCornerPuller_lipStretcher_R,bls_head.jawDrop_lipCornerPuller_lowerLipDepressor_L,bls_head.jawDrop_lipCornerPuller_lowerLipDepressor_R,bls_head.jawDrop_lipCornerPuller_upperLipRaiser_L,bls_head.jawDrop_lipCornerPuller_upperLipRaiser_R,bls_head.jawDrop_lipFunneler_lipPucker_LB,bls_head.jawDrop_lipFunneler_lipPucker_LT,bls_head.jawDrop_lipFunneler_lipPucker_RB,bls_head.jawDrop_lipFunneler_lipPucker_RT,bls_head.jawDrop_lipFunneler_lipsToward_LB,bls_head.jawDrop_lipFunneler_lipsToward_LT,bls_head.jawDrop_lipFunneler_lipsToward_RB,bls_head.jawDrop_lipFunneler_lipsToward_RT,bls_head.jawDrop_lipPucker_lipsToward_LB,bls_head.jawDrop_lipPucker_lipsToward_LT,bls_head.jawDrop_lipPucker_lipsToward_RB,bls_head.jawDrop_lipPucker_lipsToward_RT,bls_head.lipCornerPuller_lipStretcher_lowerLipDepressor_L,bls_head.lipCornerPuller_lipStretcher_lowerLipDepressor_R,bls_head.lipCornerPuller_nasolabialFurrow_upperLipRaiser_L,bls_head.lipCornerPuller_nasolabialFurrow_upperLipRaiser_R,bls_head.lipCornerPuller_noseWrinkler_upperLipRaiser_L,bls_head.lipCornerPuller_noseWrinkler_upperLipRaiser_R,bls_head.jawDrop_lipPucker_lipsToward75_LB,bls_head.jawDrop_lipPucker_lipsToward75_LT,bls_head.jawDrop_lipPucker_lipsToward75_RB,bls_head.jawDrop_lipPucker_lipsToward75_RT,bls_head.eyesClosed50_eyesLookDown_innerBrowRaiser_L,bls_head.eyesClosed50_eyesLookDown_innerBrowRaiser_R,bls_head.eyesClosed50_eyesLookDown_outerBrowRaiser_L,bls_head.eyesClosed50_eyesLookDown_outerBrowRaiser_R,bls_head.jawDrop_lipPucker_lipsToward50_LB,bls_head.jawDrop_lipPucker_lipsToward50_LT,bls_head.jawDrop_lipPucker_lipsToward50_RB,bls_head.jawDrop_lipPucker_lipsToward50_RT,bls_head.jawDrop_lipPucker_lipsToward25_LB,bls_head.jawDrop_lipPucker_lipsToward25_LT,bls_head.jawDrop_lipPucker_lipsToward25_RB,bls_head.jawDrop_lipPucker_lipsToward25_RT,bls_head.browLowerer_cheekRaiser_eyesClosed_lidTightener_L,bls_head.browLowerer_cheekRaiser_eyesClosed_lidTightener_R,bls_head.jawDrop_lipFunneler_lipPucker_lipsToward_LB,bls_head.jawDrop_lipFunneler_lipPucker_lipsToward_LT,bls_head.jawDrop_lipFunneler_lipPucker_lipsToward_RB,bls_head.jawDrop_lipFunneler_lipPucker_lipsToward_RT,bls_head.neck_reduction,
31.06245, 31.82447, 0, 0, 6.203809E-15, 6.203809E-15, 0, 0, 1.332961E-12, 1.039385E-12, 4.719442E-13, 4.719442E-13, 41.33534, 22.78195, 26.88742, 21.13146, 0, 1.843317, 6.79958, 0, 0, 0, 2.896528, 2.589666, 5.562542E-13, 0, 0, 0, 33.66286, 32.01915, 0, 0, 0, 0, 6.385367E-13, 7.385721E-13, 6.385367E-13, 7.385721E-13, 8.057638E-12, 8.057638E-12, 3.643573E-13, 3.643573E-13, 3.970763E-15, 3.970763E-15, 3.970763E-15, 3.970763E-15, 1.544703E-12, 1.544703E-12, 0, 0, 0, 0, 5.913661E-13, 5.913661E-13, 3.577084E-12, 3.577084E-12, 0, 0, 0, 0, 2.383729E-14, 2.383729E-14, 0, 0, 0, 0, 1.299161, 2.277109, 2.089862E-12, 8.422893E-12, 2.14185E-13, 2.14185E-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82.67068, 45.5639, 53.77483, 42.26291, 0, 3.686631, 13.59916, 0, 5.793059, 5.179334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.598321, 4.554218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.927055E-15, 1.97433E-15, 12.83977, 7.250235, 8.351892, 6.724975, 0.8997326, 0.8241476, 0, 0, 2.564366E-15, 1.413349E-15, 1.668044E-15, 1.310955E-15, 2.088379E-15, 1.986407E-15, 0, 0, 1.47882E-30, 1.47882E-30, 8.059749E-17, 1.412675E-16, 2.625209E-27, 2.625209E-27, 0, 0, 7.290135E-27, 7.290135E-27, 11.11401, 4.814158, 0, 0.4199435, 2.810629, 0, 0, 0, 1.19729, 0.5899765, 13.91466, 7.294586, 0.5370128, 0.51877, 0, 0.3895197, 1.828231, 0, 0.7788016, 0.5472342, 0.3493109, 0.4811864, 5.619099E-13, 1.77988E-12, 0, 0, 0, 0, 0, 0, 0, 0, 3.551887E-27, 4.108338E-27, 3.551887E-27, 4.108338E-27, 2.026753E-27, 2.026753E-27, 2.208753E-29, 2.208753E-29, 2.208753E-29, 2.208753E-29, 8.592475E-27, 8.592475E-27, 0, 0, 0, 0, 1.989768E-26, 1.989768E-26, 1.191413E-27, 1.191413E-27, 0, 0, 7.035072E-13, 2.696938E-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.326555E-27, 2.691041E-27, 2.326555E-27, 2.691041E-27, 2.284099E-26, 2.641934E-26, 2.284099E-26, 2.641934E-26, 5.525532E-26, 5.525532E-26, 0, 0, 5.105589E-29, 5.105589E-29, 22.22801, 9.628316, 2.39458, 1.179953, 1.074026, 1.03754, 22.22801, 9.628316, 3.452283, 1.53208, 4.322234, 2.321463, 6.894917E-16, 2.986612E-16, 8.632388E-16, 4.525422E-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.08874018, 0.7557057, 0, 0.3219203, 0.1246706, 0.1443889, 0.1096237, 0, 0, 0, 0, 0, 0, 1.289195E-41, 1.499389E-41, 1.289195E-41, 1.499389E-41, 1.401298E-43, 1.401298E-43, 1.401298E-43, 1.401298E-43, 1.401298E-43, 1.401298E-43, 1.401298E-43, 1.401298E-43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6438406, 0.2493412, 0.2887777, 0.2192473, 0, 0, 0, 0, 0, 0, 0, 0, 2.681431E-16, 1.440192E-16, 0, 0, 0, 0, 0, 
31.22195, 30.63245, 0, 0, 5.16527E-15, 5.16527E-15, 0, 0, 1.109818E-12, 8.65388E-13, 3.92939E-13, 3.92939E-13, 36.30156, 22.00494, 25.73856, 20.56292, 0, 2.020537, 6.622505, 0, 0, 0, 2.764668, 2.521892, 4.631353E-13, 0, 0, 0, 33.84024, 31.07513, 0, 0, 0, 0, 5.316435E-13, 6.149325E-13, 5.316435E-13, 6.149325E-13, 6.708761E-12, 6.708761E-12, 3.033626E-13, 3.033626E-13, 3.306044E-15, 3.306044E-15, 3.306044E-15, 3.306044E-15, 1.286114E-12, 1.286114E-12, 0, 0, 0, 0, 4.923694E-13, 4.923694E-13, 2.978267E-12, 2.978267E-12, 0, 0, 0, 0, 1.984684E-14, 1.984684E-14, 0, 0, 0, 0, 1.96399, 2.642817, 1.472887E-12, 5.936262E-12, 1.783297E-13, 1.783297E-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72.60312, 44.00988, 51.47713, 41.12584, 0, 4.041076, 13.24501, 0, 5.529338, 5.043781, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.927982, 5.285633, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.612698E-15, 1.582249E-15, 11.33405, 6.740652, 8.03608, 6.298924, 0.8631832, 0.7725172, 0, 0, 1.875074E-15, 1.136615E-15, 1.329466E-15, 1.06213E-15, 1.74794E-15, 1.605114E-15, 0, 0, 1.025143E-30, 1.025143E-30, 1.014454E-16, 1.365087E-16, 1.81984E-27, 1.81984E-27, 0, 0, 5.053646E-27, 5.053646E-27, 9.3435, 4.524858, 0, 0.4446179, 2.404073, 0, 0, 0, 1.003618, 0.5549408, 12.28453, 6.838064, 0.7129591, 0.5815503, 0, 0.4154812, 1.704538, 0, 0.7115859, 0.5185745, 0.5055029, 0.5434402, 3.791E-13, 1.220669E-12, 0, 0, 0, 0, 0, 0, 0, 0, 2.462229E-27, 2.84797E-27, 2.462229E-27, 2.84797E-27, 1.404979E-27, 1.404979E-27, 1.531146E-29, 1.531146E-29, 1.531146E-29, 1.531146E-29, 5.95645E-27, 5.95645E-27, 0, 0, 0, 0, 1.379341E-26, 1.379341E-26, 8.259077E-28, 8.259077E-28, 0, 0, 4.984286E-13, 1.844701E-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.612807E-27, 1.865475E-27, 1.612807E-27, 1.865475E-27, 1.583376E-26, 1.831433E-26, 1.583376E-26, 1.831433E-26, 3.830392E-26, 3.830392E-26, 0, 0, 3.539281E-29, 3.539281E-29, 18.687, 9.049715, 2.007235, 1.109882, 1.425918, 1.163101, 18.687, 9.049716, 2.917222, 1.386075, 3.835471, 2.094666, 4.82617E-16, 2.337211E-16, 6.345294E-16, 3.532045E-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.09142641, 0.6187737, 0, 0.2583168, 0.114112, 0.1835054, 0.1195837, 0, 0, 0, 0, 0, 0, 7.426882E-42, 8.68805E-42, 7.426882E-42, 8.68805E-42, 1.401298E-43, 1.401298E-43, 1.401298E-43, 1.401298E-43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5166335, 0.228224, 0.3670109, 0.2391674, 0, 0, 0, 0, 0, 0, 0, 0, 1.981124E-16, 1.081952E-16, 0, 0, 0, 0, 0, 
33.48478, 31.3946, 0, 0, 2.716542E-15, 2.716542E-15, 0, 0, 5.836806E-13, 4.551287E-13, 2.066562E-13, 2.066562E-13, 39.23964, 21.57241, 26.23357, 20.19944, 0, 3.176305, 5.465943, 0, 0, 0, 2.660967, 2.467501, 2.435742E-13, 0, 0, 0, 34.55179, 30.59145, 0, 0, 0, 0, 2.796043E-13, 3.23408E-13, 2.796043E-13, 3.23408E-13, 3.528301E-12, 3.528301E-12, 1.595458E-13, 1.595458E-13, 1.738729E-15, 1.738729E-15, 1.738729E-15, 1.738729E-15, 6.763989E-13, 6.763989E-13, 0, 0, 0, 0, 2.589491E-13, 2.589491E-13, 1.566343E-12, 1.566343E-12, 0, 0, 0, 0, 1.043794E-14, 1.043794E-14, 0, 0, 0, 0, 1.50338, 2.565811, 1.038061E-12, 4.183758E-12, 9.378791E-14, 9.378791E-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78.47928, 43.14482, 52.46714, 40.39887, 0, 6.35261, 10.93188, 0, 5.321932, 4.935002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.006756, 5.13162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.09628E-16, 8.528473E-16, 13.13931, 6.772571, 8.784255, 6.341532, 0.8910189, 0.7746619, 0, 0, 1.065961E-15, 5.860235E-16, 7.126459E-16, 5.487261E-16, 9.386137E-16, 8.310295E-16, 0, 0, 2.83551E-31, 2.83551E-31, 4.083993E-17, 6.970132E-17, 5.033612E-28, 5.033612E-28, 0, 0, 1.39782E-27, 1.39782E-27, 10.29396, 4.357506, 0, 0.6852055, 2.144816, 0, 0, 0, 1.044154, 0.5322993, 13.558, 6.599313, 0.5899207, 0.5535072, 0, 0.6415957, 1.433912, 0, 0.6980666, 0.4984213, 0.3943902, 0.5182793, 2.723205E-13, 8.450954E-13, 0, 0, 0, 0, 0, 0, 0, 0, 6.810437E-28, 7.877385E-28, 6.810437E-28, 7.877385E-28, 3.886123E-28, 3.886123E-28, 4.235095E-30, 4.235095E-30, 4.235095E-30, 4.235095E-30, 1.647533E-27, 1.647533E-27, 0, 0, 0, 0, 3.815208E-27, 3.815208E-27, 2.284431E-28, 2.284431E-28, 0, 0, 3.586687E-13, 1.279872E-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.460968E-28, 5.159839E-28, 4.460968E-28, 5.159839E-28, 4.379563E-27, 5.06568E-27, 4.379563E-27, 5.06568E-27, 1.059473E-26, 1.059473E-26, 0, 0, 9.789526E-30, 9.789526E-30, 20.58792, 8.715012, 2.088307, 1.064599, 1.179841, 1.107014, 20.58792, 8.71501, 3.44691, 1.368021, 4.539866, 2.071828, 2.796397E-16, 1.183734E-16, 3.683087E-16, 1.792731E-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1384076, 0.5626619, 0, 0.2739188, 0.1075215, 0.1547573, 0.1118053, 0, 0, 0, 0, 0, 0, 1.121039E-42, 1.261169E-42, 1.121039E-42, 1.261169E-42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5478376, 0.2150429, 0.3095146, 0.2236107, 0, 0, 0, 0, 0, 0, 0, 0, 1.233274E-16, 5.628206E-17, 0, 0, 0, 0, 0, 
36.03368, 33.63189, 0, 0, 2.238364E-15, 2.238364E-15, 0, 0, 4.809385E-13, 3.750149E-13, 1.702797E-13, 1.702797E-13, 38.22517, 21.32318, 25.72051, 19.93691, 0, 3.562174, 5.077572, 0, 0, 0, 2.923163, 2.423632, 2.006991E-13, 0, 0, 0, 34.96114, 31.20149, 0, 0, 0, 0, 2.303871E-13, 2.664803E-13, 2.303871E-13, 2.664803E-13, 2.907233E-12, 2.907233E-12, 1.314618E-13, 1.314618E-13, 1.43267E-15, 1.43267E-15, 1.43267E-15, 1.43267E-15, 5.573361E-13, 5.573361E-13, 0, 0, 0, 0, 2.133677E-13, 2.133677E-13, 1.290629E-12, 1.290629E-12, 0, 0, 0, 0, 8.600607E-15, 8.600607E-15, 0, 0, 0, 0, 1.165775, 2.503789, 7.316041E-13, 2.948626E-12, 7.727894E-14, 7.727894E-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76.45033, 42.64636, 51.44102, 39.87381, 0, 7.124347, 10.15514, 0, 5.846328, 4.847264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.331549, 5.007577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.065647E-16, 7.52804E-16, 13.77393, 7.171388, 9.268046, 6.705158, 1.053323, 0.8151134, 0, 0, 8.556183E-16, 4.772903E-16, 5.757186E-16, 4.462605E-16, 7.825574E-16, 6.984029E-16, 0, 0, 1.925129E-31, 1.925129E-31, 2.609429E-17, 5.60439E-17, 3.417498E-28, 3.417498E-28, 0, 0, 9.490302E-28, 9.490302E-28, 9.831708, 4.251182, 0, 0.7595688, 1.94091, 0, 0, 0, 1.117384, 0.5167955, 13.36395, 6.65315, 0.4456196, 0.5338874, 0, 0.7101874, 1.305977, 0, 0.7518525, 0.4831973, 0.2998434, 0.4991781, 1.881723E-13, 5.878648E-13, 0, 0, 0, 0, 0, 0, 0, 0, 4.623849E-28, 5.348236E-28, 4.623849E-28, 5.348236E-28, 2.638427E-28, 2.638427E-28, 2.875356E-30, 2.875356E-30, 2.875356E-30, 2.875356E-30, 1.118569E-27, 1.118569E-27, 0, 0, 0, 0, 2.59028E-27, 2.59028E-27, 1.550982E-28, 1.550982E-28, 0, 0, 2.557771E-13, 9.200155E-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02871E-28, 3.503198E-28, 3.02871E-28, 3.503198E-28, 2.973441E-27, 3.439271E-27, 2.973441E-27, 3.439271E-27, 7.193139E-27, 7.193139E-27, 0, 0, 6.646457E-30, 6.646457E-30, 19.66342, 8.502365, 2.234768, 1.033591, 0.8912391, 1.067775, 19.66342, 8.502364, 3.542726, 1.429753, 4.815523, 2.23758, 2.200694E-16, 9.515691E-17, 2.991338E-16, 1.489217E-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1514345, 0.4992121, 0, 0.2873968, 0.103033, 0.1146156, 0.1064406, 0, 0, 0, 0, 0, 0, 5.605194E-43, 7.006492E-43, 5.605194E-43, 7.006492E-43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5747937, 0.2060661, 0.2292313, 0.2128813, 0, 0, 0, 0, 0, 0, 0, 0, 1.077889E-16, 5.008518E-17, 0, 0, 0, 0, 0, 
